transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_c0be614e,CUST_23622,4447918253730705,2024-10-03 12:17:10.869444+00:00,Entertainment,events,AMC Theaters,207.1,GBP,UK,Unknown City,medium,Basic Credit,False,Firefox,web,7986905edcda87ea2ed7800f318b7c72,218.136.100.44,0,True,12,False,"{'num_transactions': 33, 'total_amount': 2043596.8851735597, 'unique_merchants': 28, 'unique_countries': 8, 'max_single_amount': 962912.2001164029}",False
TX_bdcaa695,CUST_64361,379739229741414,2024-10-24 19:09:41.402752+00:00,Restaurant,premium,Morton's,575.1,AUD,Australia,Unknown City,medium,Gold Credit,False,iOS App,mobile,acf9843bafc54628d123ba3f0d9e83a6,230.89.35.151,0,False,19,False,"{'num_transactions': 47, 'total_amount': 741844.7241335448, 'unique_merchants': 38, 'unique_countries': 10, 'max_single_amount': 359753.1470871885}",False
TX_3667a474,CUST_72649,4272126618480350,2024-10-02 11:45:48.304767+00:00,Gas,major,Texaco,2093.63,BRL,Brazil,Unknown City,medium,Premium Debit,False,Chrome,web,6d5c699c302f2a77d53978048909da50,239.28.235.148,1,False,11,False,"{'num_transactions': 1399, 'total_amount': 214431180.5917612, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1946621.7639291042}",False
TX_35782c14,CUST_67030,6846488448176158,2024-10-24 02:51:57.189640+00:00,Retail,online,Amazon,19316.58,BRL,Brazil,Unknown City,medium,Basic Debit,True,Chip Reader,pos,e0b3e115fcafedf49cad8c4008894230,72.139.239.27,1,False,2,False,"{'num_transactions': 353, 'total_amount': 14429141.632875348, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 1667417.998149755}",True
TX_00686792,CUST_46386,4892789660489031,2024-10-13 14:43:57.558146+00:00,Restaurant,fast_food,Wendy's,2884.75,MXN,Mexico,Unknown City,medium,Gold Credit,False,Safari,web,e31a84af9762eb7a61ae157b7f524b26,234.77.180.140,1,False,14,True,"{'num_transactions': 578, 'total_amount': 17495012.6208782, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 3939880.3963242597}",False
TX_e6437ca5,CUST_61503,5421104635306962,2024-10-10 09:46:12.131489+00:00,Retail,online,Wayfair,1.91,EUR,Germany,Unknown City,medium,Gold Credit,False,iOS App,mobile,d1ad2315f7584345a4029127be1cab5a,34.24.11.85,1,False,9,False,"{'num_transactions': 602, 'total_amount': 20541002.777316112, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3435300.1158134686}",True
TX_30f0dfd5,CUST_54663,371024423183244,2024-10-07 14:47:42.259791+00:00,Grocery,online,FreshDirect,49915.04,JPY,Japan,Unknown City,medium,Platinum Credit,False,Firefox,web,3855a69fcbf600bc02790efecbef0dcc,92.103.104.8,0,False,14,False,"{'num_transactions': 63, 'total_amount': 4466830.955180795, 'unique_merchants': 49, 'unique_countries': 9, 'max_single_amount': 460710.7976561472}",False
TX_7950c8f3,CUST_24620,4599119711810132,2024-10-28 19:50:16.113128+00:00,Gas,major,BP,513004.63,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Chrome,web,eca8757927095fdbfc1fb6c7f777f7fe,127.184.217.188,0,False,19,False,"{'num_transactions': 88, 'total_amount': 24910237.651027072, 'unique_merchants': 50, 'unique_countries': 11, 'max_single_amount': 806732.4907015498}",False
TX_04f63929,CUST_23594,376207044923289,2024-10-02 14:13:38.487028+00:00,Healthcare,pharmacy,DuaneReade,28608.39,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,787df0458d33e016b63325fde1bda85c,108.182.11.112,0,False,14,False,"{'num_transactions': 613, 'total_amount': 28936236.59536817, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1793243.1275030614}",False
TX_10e8777f,CUST_39420,5434986607571614,2024-10-30 07:38:22.443617+00:00,Entertainment,streaming,Apple Music,5978.98,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Firefox,web,dc66097eb76b59028a0feb6cd29258de,188.48.97.98,0,True,7,False,"{'num_transactions': 40, 'total_amount': 1110594.5695056466, 'unique_merchants': 28, 'unique_countries': 10, 'max_single_amount': 379767.5329607224}",False
TX_1fa5a678,CUST_74601,5791125818794619,2024-10-23 20:47:10.263453+00:00,Retail,physical,Walmart,481367.33,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Chrome,web,f592e24991b1c01c4f19d980f289a9e2,235.148.147.67,1,False,20,False,"{'num_transactions': 373, 'total_amount': 15992982.552854294, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 2056313.6698385319}",True
TX_3aa8b09c,CUST_79207,5716530140480450,2024-10-09 01:58:10.351040+00:00,Travel,booking,Hotels.com,34.58,RUB,Russia,Unknown City,medium,Platinum Credit,False,iOS App,mobile,172d0d99ac45eb3ef118af71930769a1,45.92.64.144,1,True,1,False,"{'num_transactions': 939, 'total_amount': 31802447.144385766, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1642923.2067279248}",True
TX_d798b967,CUST_83063,5958727324382869,2024-10-13 16:54:23.544515+00:00,Education,supplies,Chegg,123307.02,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Chrome,web,0e44df010c8fd4a467121fe72a056cb5,167.174.197.44,0,False,16,True,"{'num_transactions': 358, 'total_amount': 33420683.26875598, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1119138.5376228036}",False
TX_51d11381,CUST_92271,6789443916986405,2024-10-28 02:50:52.035761+00:00,Grocery,physical,Aldi,35596.33,RUB,Russia,Unknown City,medium,Premium Debit,False,Firefox,web,f8af4a47592cdbbcb4a9397c63a29041,186.68.87.197,0,False,2,False,"{'num_transactions': 48, 'total_amount': 3962241.9522944908, 'unique_merchants': 39, 'unique_countries': 8, 'max_single_amount': 2006833.2022118336}",False
TX_636727e5,CUST_60472,5897776620066829,2024-10-09 03:33:53.392010+00:00,Entertainment,streaming,HBO Max,574.42,GBP,UK,Unknown City,medium,Platinum Credit,False,iOS App,mobile,9feb55dc2ecaa7261d8f6665168b0b3a,17.104.70.192,0,True,3,False,"{'num_transactions': 650, 'total_amount': 33578711.57348806, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3949919.9568814416}",False
TX_9f9ff909,CUST_60073,6828577752925374,2024-10-13 19:05:22.608933+00:00,Grocery,online,FreshDirect,32344.71,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Edge,web,1eadb24fba0f73dc45f59ff8c7e8ba25,11.21.234.251,0,False,19,True,"{'num_transactions': 7, 'total_amount': 172607.49620395002, 'unique_merchants': 7, 'unique_countries': 2, 'max_single_amount': 32344.713516911495}",False
TX_c43411b6,CUST_37843,6442478299864919,2024-10-03 10:33:07.417838+00:00,Restaurant,casual,Olive Garden,409.83,EUR,France,Unknown City,medium,Gold Credit,False,Android App,mobile,ecc3682118c1b3a3481d63c8edd72e50,156.97.74.15,0,False,10,False,"{'num_transactions': 1011, 'total_amount': 33616531.9058844, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3861501.636039275}",False
TX_485cd776,CUST_26548,4822460840419224,2024-09-30 04:46:25.946937+00:00,Restaurant,fast_food,McDonald's,7203.72,RUB,Russia,Unknown City,medium,Basic Credit,True,Chip Reader,pos,c45d7f31e2c58008115b751b81e17418,210.204.190.122,1,False,4,False,"{'num_transactions': 2166, 'total_amount': 351631302.8267225, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4324077.541796135}",True
TX_b359e2c6,CUST_15193,6731859973060660,2024-10-23 11:15:42.890887+00:00,Retail,online,Etsy,339.49,GBP,UK,Unknown City,medium,Basic Credit,False,iOS App,mobile,8c0fe4eddec4129fde834e0b935d8b95,139.136.211.168,0,False,11,False,"{'num_transactions': 135, 'total_amount': 4631185.963947437, 'unique_merchants': 73, 'unique_countries': 12, 'max_single_amount': 1197296.6452144685}",False
TX_bc3a36bb,CUST_62476,376984062398426,2024-10-25 08:26:54.664769+00:00,Travel,transport,Enterprise Rent-A-Car,1083.63,MXN,Mexico,Unknown City,medium,Basic Debit,False,Android App,mobile,251c49306891c408dc22033a7c9e63d2,83.222.137.253,1,True,8,False,"{'num_transactions': 198, 'total_amount': 3696736.4947696193, 'unique_merchants': 80, 'unique_countries': 10, 'max_single_amount': 816600.6421457046}",False
TX_18893fc9,CUST_59323,4630484422558177,2024-09-30 04:04:53.536650+00:00,Gas,major,Texaco,11.42,BRL,Brazil,Unknown City,medium,Premium Debit,False,Chrome,web,c6c3ce16c7c1c3f442736a16d2d65b77,177.168.185.15,0,False,4,False,"{'num_transactions': 925, 'total_amount': 38108045.595690235, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 6007672.250092711}",True
TX_76fdaf22,CUST_90991,4056863978193650,2024-10-12 12:49:58.123852+00:00,Entertainment,streaming,HBO Max,380.51,EUR,France,Unknown City,medium,Premium Debit,False,Safari,web,07a4a975776fd0a7cf1448dda43f8694,182.63.52.4,0,True,12,True,"{'num_transactions': 65, 'total_amount': 1285515.2125627578, 'unique_merchants': 45, 'unique_countries': 10, 'max_single_amount': 1053832.2175562924}",False
TX_125cd5eb,CUST_75594,6629956071416136,2024-10-05 09:18:54.353021+00:00,Travel,hotels,Hyatt,253116.06,NGN,Nigeria,Unknown City,medium,Basic Debit,False,iOS App,mobile,03e2c3106ec8ea649fc7a48e58baf4e6,54.217.32.219,0,True,9,True,"{'num_transactions': 1142, 'total_amount': 120566316.61705674, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2523699.7865561964}",False
TX_e9815c36,CUST_35617,373256099391648,2024-10-22 02:49:33.421239+00:00,Education,supplies,Chegg,974.44,EUR,Germany,Unknown City,medium,Platinum Credit,False,Android App,mobile,44043e335e5a4fa300ee01676a479f14,167.177.70.8,0,False,2,False,"{'num_transactions': 273, 'total_amount': 6093418.357986753, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 985744.0493570872}",False
TX_75f3f89e,CUST_38941,4648610489582490,2024-10-03 17:02:24.581148+00:00,Travel,airlines,Emirates,29012.33,RUB,Russia,Unknown City,medium,Basic Debit,False,Firefox,web,f71ac5f9ee3121947f147458d2f2ae14,128.127.182.33,0,True,17,False,"{'num_transactions': 327, 'total_amount': 11907642.043101732, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 999605.3824821948}",False
TX_340cf0f5,CUST_63312,6669900777766452,2024-10-01 13:19:11.672646+00:00,Restaurant,casual,Applebee's,14808.58,RUB,Russia,Unknown City,medium,Premium Debit,False,Chrome,web,e2b93f1f23613f0b6029635692773d35,56.156.213.176,1,False,13,False,"{'num_transactions': 1356, 'total_amount': 43716560.098593704, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5895613.2050250955}",False
TX_62cd68eb,CUST_68793,371058949287832,2024-10-02 13:37:53.915462+00:00,Gas,local,Truck Stop,2794.02,MXN,Mexico,Unknown City,medium,Basic Debit,False,Edge,web,a0b49e9d21835bf6317a9afe2cd75592,17.41.224.16,0,False,13,False,"{'num_transactions': 652, 'total_amount': 10307252.305814877, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 801571.2465360201}",False
TX_c7b09f65,CUST_91666,4758372585346140,2024-10-23 17:16:43.885802+00:00,Travel,hotels,Holiday Inn,64785.29,RUB,Russia,Unknown City,medium,Gold Credit,False,Safari,web,d84d333b591f548c56578af450fe423f,72.23.45.170,0,True,17,False,"{'num_transactions': 129, 'total_amount': 4929024.38678918, 'unique_merchants': 68, 'unique_countries': 12, 'max_single_amount': 303083.37028923037}",False
TX_4344928e,CUST_82612,374379717331769,2024-10-02 12:19:15.646039+00:00,Entertainment,streaming,Apple Music,318.06,AUD,Australia,Unknown City,medium,Gold Credit,False,iOS App,mobile,fbe191478438332992871f60a95bc1b9,55.64.190.59,0,True,12,False,"{'num_transactions': 840, 'total_amount': 22589728.864511963, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4573438.111494843}",False
TX_ae207257,CUST_84245,4620668315195426,2024-10-26 08:23:24.820179+00:00,Grocery,physical,Trader Joe's,325.86,CAD,Canada,Unknown City,medium,Basic Credit,False,Chrome,web,9b9fd5da88bbcb7e24f4b4bcc4ec15d5,90.233.158.21,0,False,8,True,"{'num_transactions': 195, 'total_amount': 3429644.367567917, 'unique_merchants': 83, 'unique_countries': 12, 'max_single_amount': 718689.939578789}",False
TX_fa7f20f4,CUST_36304,5409350395863405,2024-10-04 08:31:32.800040+00:00,Retail,online,Amazon,16.79,BRL,Brazil,Unknown City,medium,Basic Debit,True,NFC Payment,pos,982711d9f0b0366f074e7af63c61b937,155.155.152.79,1,False,8,False,"{'num_transactions': 35, 'total_amount': 215849.26662058054, 'unique_merchants': 30, 'unique_countries': 6, 'max_single_amount': 178154.91227424896}",True
TX_8fdca9b7,CUST_84027,6735711593586960,2024-10-15 06:53:41.155863+00:00,Gas,local,Highway Gas Stop,337.99,EUR,France,Unknown City,medium,Basic Credit,False,Firefox,web,03ee8b13d1bbf37a1c6efb508ee62106,61.247.108.7,0,False,6,False,"{'num_transactions': 299, 'total_amount': 7068383.805735189, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 879746.2328876316}",False
TX_219bdd48,CUST_54869,376399226109686,2024-10-17 02:50:56.169574+00:00,Education,supplies,University Bookstore,183415.21,RUB,Russia,Unknown City,medium,Platinum Credit,False,Firefox,web,11e5000e25493eeb5f66af2937729242,133.138.246.247,1,False,2,False,"{'num_transactions': 94, 'total_amount': 3500913.3305768715, 'unique_merchants': 65, 'unique_countries': 10, 'max_single_amount': 1460770.1598892938}",True
TX_9c752c86,CUST_40909,4365714601911065,2024-10-10 08:15:13.646957+00:00,Education,supplies,Barnes & Noble,361151.26,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Android App,mobile,417c91da847203754dfbeb242e4e9bc5,13.53.41.45,0,False,8,False,"{'num_transactions': 160, 'total_amount': 39123284.32113128, 'unique_merchants': 77, 'unique_countries': 12, 'max_single_amount': 1261359.439785826}",False
TX_a559e593,CUST_33882,4126199785214173,2024-10-27 07:09:08.851012+00:00,Grocery,physical,Aldi,327.92,SGD,Singapore,Unknown City,medium,Basic Credit,False,Firefox,web,e449f7143d7bb7d9ae3f40457acdb802,233.153.195.124,0,False,7,True,"{'num_transactions': 37, 'total_amount': 115632.92543399024, 'unique_merchants': 31, 'unique_countries': 8, 'max_single_amount': 44937.82844040862}",False
TX_bc5a74d2,CUST_97569,373326072159112,2024-10-12 09:21:58.706508+00:00,Grocery,physical,Publix,618.27,SGD,Singapore,Unknown City,medium,Gold Credit,False,Safari,web,e825d7e8733959a872149249de7cfe10,237.144.162.156,0,False,9,True,"{'num_transactions': 22, 'total_amount': 1816537.9238568605, 'unique_merchants': 17, 'unique_countries': 6, 'max_single_amount': 990835.4994643322}",False
TX_97481a40,CUST_96187,6849535525169980,2024-10-07 01:22:49.606310+00:00,Gas,local,Truck Stop,231.93,RUB,Russia,Unknown City,medium,Gold Credit,True,NFC Payment,pos,eb154f8b4a8349231dfd09537615c9a3,221.122.15.193,1,False,1,False,"{'num_transactions': 968, 'total_amount': 31220664.120959725, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3580021.7852824866}",True
TX_37ef8565,CUST_85780,5062652652269509,2024-10-17 15:31:54.376105+00:00,Grocery,physical,Safeway,1414.02,EUR,Germany,Unknown City,medium,Platinum Credit,False,Chrome,web,8a8a55cf3c4576eb0efa1c070a37a5b4,64.29.224.255,0,False,15,False,"{'num_transactions': 981, 'total_amount': 34324521.021376945, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4510276.530444006}",False
TX_1430f169,CUST_35161,4186176439097060,2024-10-21 13:29:12.215032+00:00,Entertainment,streaming,Apple Music,87.2,SGD,Singapore,Unknown City,medium,Basic Debit,False,Android App,mobile,64012cf1eb525f169f4b66bc8ebc781f,136.166.29.38,0,True,13,False,"{'num_transactions': 471, 'total_amount': 10914888.4957371, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 2014955.3004993289}",False
TX_ff872a65,CUST_67263,5599382715925382,2024-10-08 17:13:22.368369+00:00,Gas,major,Chevron,377.59,GBP,UK,Unknown City,medium,Gold Credit,False,Edge,web,bad152db0d9510dd92a11c8a74f83c5a,225.104.211.125,0,False,17,False,"{'num_transactions': 1201, 'total_amount': 27932248.40196994, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1031177.211077994}",False
TX_cfe2074c,CUST_40146,375181651403656,2024-10-24 20:25:18.583702+00:00,Retail,physical,IKEA,423.58,EUR,Germany,Unknown City,medium,Premium Debit,False,Safari,web,134678b3d02e222d5e76b3d3490bdf26,109.152.20.146,0,False,20,False,"{'num_transactions': 78, 'total_amount': 5290084.963643611, 'unique_merchants': 51, 'unique_countries': 9, 'max_single_amount': 4420184.117379866}",False
TX_484eca5d,CUST_51195,6867823971797562,2024-10-05 17:55:07.009563+00:00,Healthcare,pharmacy,DuaneReade,387.36,EUR,Germany,Unknown City,medium,Basic Credit,False,iOS App,mobile,937aeba88f1adcbd0f07c1022e5cd820,59.120.195.40,0,False,17,True,"{'num_transactions': 809, 'total_amount': 12867462.763457257, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1002550.9495597361}",False
TX_843ee343,CUST_11961,6442146278416890,2024-10-13 16:16:39.788853+00:00,Travel,hotels,Hilton,350.06,EUR,Germany,Unknown City,medium,Premium Debit,False,Chrome,web,4b119b43b564df4b95e6bc69b9929073,156.212.183.124,0,True,16,True,"{'num_transactions': 153, 'total_amount': 5887555.049057303, 'unique_merchants': 79, 'unique_countries': 12, 'max_single_amount': 3244064.726128259}",False
TX_87dc3392,CUST_32888,5111812554248255,2024-10-23 00:09:08.819995+00:00,Travel,transport,Enterprise Rent-A-Car,75.78,EUR,France,Unknown City,medium,Basic Credit,False,Edge,web,d506bf282a14974527c136e044b205bf,192.124.90.242,1,True,0,False,"{'num_transactions': 161, 'total_amount': 5423302.509619595, 'unique_merchants': 80, 'unique_countries': 12, 'max_single_amount': 644819.6419889792}",False
TX_4b324bf5,CUST_72386,372320464443284,2024-10-01 06:14:04.526152+00:00,Grocery,physical,Publix,171.59,GBP,UK,Unknown City,medium,Basic Debit,False,Android App,mobile,4f893ed08ed4071bb825cb35c612d703,45.224.33.45,0,False,6,False,"{'num_transactions': 1032, 'total_amount': 19726660.7811346, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1013873.7530067821}",False
TX_8e1aa573,CUST_35601,6990021268046401,2024-10-23 18:48:51.804532+00:00,Entertainment,streaming,Spotify,1298.97,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Safari,web,e9b201068cc7670dee98dc3d02755bb6,132.238.109.107,1,True,18,False,"{'num_transactions': 194, 'total_amount': 6225915.347694917, 'unique_merchants': 85, 'unique_countries': 12, 'max_single_amount': 995741.0264774364}",True
TX_708b4f64,CUST_92729,6032386791906714,2024-10-17 08:47:20.630651+00:00,Gas,major,Mobil,17545.39,RUB,Russia,Unknown City,medium,Premium Debit,False,iOS App,mobile,e44b17f73624f50091051e0e2fbc7519,86.42.85.212,0,False,8,False,"{'num_transactions': 159, 'total_amount': 5334327.607688041, 'unique_merchants': 80, 'unique_countries': 10, 'max_single_amount': 606633.1024612216}",False
TX_d8b5422e,CUST_17519,5822505716878304,2024-10-07 10:22:32.119832+00:00,Healthcare,pharmacy,DuaneReade,572.97,CAD,Canada,Unknown City,medium,Basic Credit,False,Edge,web,636f8f5a3e598b93dde8c4ce24955d9e,14.240.5.37,0,False,10,False,"{'num_transactions': 647, 'total_amount': 17134169.783963002, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2037624.53565273}",False
TX_cf698ab0,CUST_57866,6678252391816811,2024-10-07 15:45:59.952960+00:00,Restaurant,casual,Olive Garden,263.05,EUR,Germany,Unknown City,medium,Premium Debit,False,Firefox,web,26f2c3bced3bdb5d037dceb0f10b4f93,8.98.253.21,0,False,15,False,"{'num_transactions': 651, 'total_amount': 24292511.35663575, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 4214094.904507965}",False
TX_809913f2,CUST_80039,5381612387628027,2024-10-12 13:56:18.122689+00:00,Restaurant,casual,Red Lobster,10988.6,RUB,Russia,Unknown City,medium,Basic Credit,False,Safari,web,367d27ea2955d6d96a0b16cbec651b09,63.145.249.156,0,False,13,True,"{'num_transactions': 7, 'total_amount': 123221.33141472113, 'unique_merchants': 7, 'unique_countries': 2, 'max_single_amount': 29939.047368528427}",False
TX_b7549b60,CUST_33983,377631049112482,2024-10-28 01:27:18.928659+00:00,Grocery,online,Amazon Fresh,38235.55,RUB,Russia,Unknown City,medium,Gold Credit,False,Firefox,web,c33853760ac4f1d3c232c0ffa8d306ea,225.204.176.43,1,False,1,False,"{'num_transactions': 15, 'total_amount': 94870.27628243399, 'unique_merchants': 14, 'unique_countries': 5, 'max_single_amount': 44582.49570651082}",True
TX_5a090468,CUST_82740,4386070439042366,2024-10-01 17:20:17.985916+00:00,Healthcare,medical,Medical Center,673.25,USD,USA,Dallas,medium,Platinum Credit,False,Android App,mobile,34926351681acd449384ba5f39af2c14,127.85.113.24,0,False,17,False,"{'num_transactions': 388, 'total_amount': 12524412.996193219, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 5275007.522142463}",False
TX_6a9cf7cd,CUST_26548,6522983546917694,2024-10-04 17:15:16.498194+00:00,Travel,airlines,JetBlue,772317.93,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Safari,web,42950086133829c448c3101fd8292e3a,162.198.19.154,0,True,17,False,"{'num_transactions': 248, 'total_amount': 63383854.532982245, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 4324077.541796135}",False
TX_affce4da,CUST_44604,6201310836760386,2024-10-27 23:05:28.793771+00:00,Entertainment,streaming,Netflix,1517.33,MXN,Mexico,Unknown City,medium,Basic Credit,False,iOS App,mobile,1a04b396080157f43685de801171d94a,247.49.66.229,0,True,23,True,"{'num_transactions': 81, 'total_amount': 1625234.2608794766, 'unique_merchants': 55, 'unique_countries': 10, 'max_single_amount': 373542.40868855926}",False
TX_e294e603,CUST_20782,377274927400123,2024-10-09 02:46:20.994322+00:00,Education,supplies,University Bookstore,1.52,EUR,France,Unknown City,medium,Basic Debit,False,Chrome,web,89eab24b49e45d4a7d720acc7eba4334,48.199.221.143,1,False,2,False,"{'num_transactions': 967, 'total_amount': 21332920.203381635, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1405195.83151313}",True
TX_1d7d75ae,CUST_37447,6301933647422620,2024-10-16 12:14:27.235184+00:00,Restaurant,fast_food,McDonald's,41846.63,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Firefox,web,e10292fbd8b8a7161ce2fd5c5075a637,134.75.83.164,0,False,12,False,"{'num_transactions': 3, 'total_amount': 341622.39980515226, 'unique_merchants': 3, 'unique_countries': 2, 'max_single_amount': 161344.7193475953}",False
TX_4278e41c,CUST_52480,5645097721488779,2024-10-05 14:56:46.128631+00:00,Entertainment,gaming,Steam,3887.05,BRL,Brazil,Unknown City,medium,Basic Debit,False,Firefox,web,c657afa49e2d4472b755a94b98431422,102.169.134.175,1,True,14,True,"{'num_transactions': 641, 'total_amount': 17106241.009105284, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2068593.7118248953}",True
TX_198dda9a,CUST_41475,6865144653302213,2024-10-28 19:53:44.321766+00:00,Grocery,physical,Food Lion,23446.21,JPY,Japan,Unknown City,medium,Basic Credit,False,Chrome,web,e1ac04a090e68e18964d4eed62ba5b37,16.239.113.239,0,False,19,False,"{'num_transactions': 30, 'total_amount': 2391457.839256424, 'unique_merchants': 27, 'unique_countries': 7, 'max_single_amount': 1029185.0228687598}",False
TX_ab6b808b,CUST_90170,370140386484378,2024-10-01 05:23:23.788950+00:00,Grocery,online,FreshDirect,600.42,USD,USA,San Jose,medium,Platinum Credit,False,Firefox,web,f38a28e58be710403b0fa4c2f0391d5b,153.10.176.80,0,False,5,False,"{'num_transactions': 1754, 'total_amount': 54886315.59815973, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4915190.57555851}",False
TX_1dc614e7,CUST_91019,6577728749716193,2024-10-07 06:16:43.948250+00:00,Restaurant,fast_food,KFC,96013.98,NGN,Nigeria,Unknown City,medium,Premium Debit,False,iOS App,mobile,3bad4444014f8affce4503442d1e4415,223.156.243.190,0,False,6,False,"{'num_transactions': 589, 'total_amount': 89931230.55128717, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1850891.4055025894}",False
TX_c6f378ef,CUST_96461,5838465941044754,2024-10-26 16:26:43.750760+00:00,Travel,hotels,Marriott,969.05,BRL,Brazil,Unknown City,medium,Basic Credit,False,Edge,web,9277bf01465420867ec3c1ca772ab3b7,152.8.55.62,0,True,16,True,"{'num_transactions': 186, 'total_amount': 6680572.059835317, 'unique_merchants': 75, 'unique_countries': 12, 'max_single_amount': 1323759.7487736326}",False
TX_e9886510,CUST_23999,371955756731499,2024-10-14 02:11:47.688771+00:00,Travel,hotels,Holiday Inn,156.73,EUR,France,Unknown City,medium,Basic Debit,False,Chrome,web,35844929aa3399492831e6e1e4590646,84.140.208.83,0,True,2,False,"{'num_transactions': 34, 'total_amount': 1411110.546054871, 'unique_merchants': 30, 'unique_countries': 8, 'max_single_amount': 662327.1161840088}",False
TX_36ed03fd,CUST_12279,5326414001102671,2024-10-27 09:41:16.696878+00:00,Entertainment,gaming,Epic Games,446.84,CAD,Canada,Unknown City,medium,Gold Credit,False,Chrome,web,34c19f9af372ad3eb94413870550d01c,165.236.240.148,0,True,9,True,"{'num_transactions': 189, 'total_amount': 5968820.901209712, 'unique_merchants': 80, 'unique_countries': 12, 'max_single_amount': 1661536.7667166216}",False
TX_c0a02b7b,CUST_89677,370820396555099,2024-10-05 17:05:32.704314+00:00,Grocery,physical,Whole Foods,1095.87,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Firefox,web,8cf6ac93b12861bce08c125d8474bf1d,71.203.25.241,0,False,17,True,"{'num_transactions': 130, 'total_amount': 1914621.1941313075, 'unique_merchants': 73, 'unique_countries': 12, 'max_single_amount': 790333.1506377084}",False
TX_e1c9642f,CUST_41814,4653593418239667,2024-10-25 16:48:15.261287+00:00,Education,supplies,University Bookstore,414.77,EUR,France,Unknown City,medium,Premium Debit,False,iOS App,mobile,1d928511241d217413dff919a6c5bcde,104.201.139.98,0,False,16,False,"{'num_transactions': 172, 'total_amount': 1694488.0754496492, 'unique_merchants': 83, 'unique_countries': 12, 'max_single_amount': 729321.8210259434}",False
TX_039022db,CUST_64725,5259467180487405,2024-10-22 08:52:53.318666+00:00,Gas,local,Local Gas Station,201.65,SGD,Singapore,Unknown City,medium,Basic Debit,False,Firefox,web,1924421b10f7956fa57bc85e69e3f8bb,31.102.28.100,0,False,8,False,"{'num_transactions': 224, 'total_amount': 6274907.728471887, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 1027871.5136792775}",False
TX_dc65f07f,CUST_71117,6545840482520317,2024-10-07 16:01:41.543214+00:00,Travel,airlines,Southwest,1024.51,EUR,Germany,Unknown City,medium,Gold Credit,False,Edge,web,28a82818ace1235eba4810f818bbf39e,160.228.177.212,0,True,16,False,"{'num_transactions': 407, 'total_amount': 13712019.10798655, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 3811097.094887252}",False
